Marca,Modelo,Slogan,Tipo,Categoria,IVA Incluido,Version,Motor,Combustible,Transmision,Potencia,Torque,Traccion,Rendimiento,Autonomia,Puertas,Asientos,Airbags,Precio Lista,Bono Marca,Bono Financiamiento,Precio Final
bmw,X6,DEPORTIVO Y PODEROSO,liviano,"SUV, H\u00cdBRIDO",true,X6 xDrive30d M Sport LCI,"Mild Hybrid 48v, 2,993 Twin Power Turbo",-,Steptronic deportiva 8 vel.,298 / 4.000 (hp/rpm),670 / 1.500-2.500 (Nm/rpm),xDrive,"Ciudad: 10,6km/l - Carretera: 14,9km/l - Mixto: 13km/l",,,,,116900000,0,9000000,107900000
bmw,X6,DEPORTIVO Y PODEROSO,liviano,"SUV, H\u00cdBRIDO",true,X6 M60i xDrive LCI,"Mild Hybrid 48v, 4.395 Twin Power Turbo",-,Steptronic deportiva 8 vel.,530 / 5.500-6.500 (hp/rpm),750 / 1.800-4.600 (Nm/rpm),xDrive,"Ciudad: 6,3km/l - Carretera: 10,4km/l - Mixto: 8,4km/l",,,,,144900000,0,9000000,135900000
bmw,X6 M,THE NEW X6 M,liviano,"SUV, BMW M",true,X6 M Competition LCI,"4,395 Twin Power Turbo",-,Steptronic M deportiva 8 velocidades con Dual Logic y levas en el volante,625 / 6.000 (hp/rpm),750 / 1.800-5.860 (Nm/rpm),M xDrive,"Ciudad: 5,7km/l - Carretera: 10,4km/l - Mixto: 8km/l",,,,,0,0,0,0
bmw,X6 M,THE NEW X6 M,liviano,"SUV, BMW M",true,PRECIO DE LISTA,,-,-,,,-,,,,,,0,0,0,0
bmw,X6 M,THE NEW X6 M,liviano,"SUV, BMW M",true,"$197,900,000",,-,-,,,-,,,,,,0,0,0,0
bmw,X6 M,THE NEW X6 M,liviano,"SUV, BMW M",true,BONO DEL MES,,-,-,,,-,,,,,,0,0,0,0
bmw,X6 M,THE NEW X6 M,liviano,"SUV, BMW M",true,"$9,000,000",,-,-,,,-,,,,,,0,0,0,0
bmw,X7,THE NEW X7,liviano,SUV,true,X7 xDrive40i Pure Excellence LCI,"2,998 Twin Power Turbo",-,Steptronic deportiva 8 vel.,381 (5200 - 6250) (hp/rpm),520 (1850 - 5000) (Nm/rpm),xDrive,"Ciudad: 8,7km/l - Carretera: 11,5km/l - Mixto: 10,3km/l",,,,,131900000,0,9000000,122900000
bmw,X7,THE NEW X7,liviano,SUV,true,X7 M60i xDrive LCI,4.395 Twin Power Turbo,-,Steptronic deportiva 8 vel.,530 (5500 - 6000),750 (1800 - 4600),xDrive,"Ciudad: 6,2km/l - Carretera: 10,1km/l - Mixto: 8,2km/l",,,,,154900000,0,9000000,145900000
bmw,X7,THE NEW X7,liviano,SUV,true,X7 xDrive40d Pure Excellence LCI,"2,993 Twin Power Turbo",-,Steptronic deportiva 8 vel.,352 / 4.400 (hp/rpm),520 / 1.750- 2.250 (Nm/rpm),xDrive,"Ciudad: 10,4km/l - Carretera: 14,1km/l - Mixto: 12,5km/l",,,,,139900000,0,0,139900000
bmw,XM,THE XM,liviano,BMW M,true,XM,4.395 Twin Power Turbo,-,Steptronic doble embrague 8 vel.,653 / 5400 - 7200,800 / 1600 - 5000,xDrive,,,,,,232900000,0,9000000,223900000
bmw,Z4,NO CONOCER\u00c1S LOS L\u00cdMITES,liviano,CONVERTIBLE,true,Z4 M40i Roadster LCI,"2,998 Twin Power Turbo",-,Steptronic deportiva 8 vel. Con levas en el volante,387 / 5.800-6.500,500 / 1.800-5.000,Trasera,"Ciudad: 10,2km/l - Carretera: 16,1km/l - Mixto: 13,3km/l",,,,,91900000,0,5500000,86400000
bmw,i4,- 600 km* Autonom\u00eda el\u00e9ctrica,liviano,El\u00e9ctricos,true,i4 eDrive40 Gran Coup\u00e9 M Sport LCI II,Motor BMW eDrive de 5ta generaci\u00f3n s\u00edncrono,-,Automatica de una sola velocidad y ratio fijo,340 Hp,430 Nm,Edrive,,,,,,87900000,0,8000000,79900000
bmw,i5,,liviano,EL\u00c9CTRICOS,true,i5 Base,,-,-,,,-,,,,,,0,0,0,0
bmw,i7,THE NEW i7,liviano,EL\u00c9CTRICOS,true,i7 Base,,-,-,,,-,,,,,,0,0,0,0
bmw,iX,,liviano,El\u00e9ctricos,true,iX xDrive45 Atelier,2 motores el\u00e9ctricos s\u00edncronos,-,Autom\u00e1tica de una sola velocidad,408 HP,700 Nm desde 0 rpm,-,,,,,,108900000,0,9000000,99900000
bmw,iX1,THE NEW iX1,liviano,"SUV, El\u00e9ctricos",true,iX1 eDrive 20 Comfort,Motor s\u00edncrono BMW eDrive de 5ta generaci\u00f3n,-,Automatica de una sola velocidad y ratio fijo,254 Nm,170,Delantera,,,,,,56900000,0,4500000,52400000
bmw,iX2,,liviano,"SUV, EL\u00c9CTRICO",true,iX2 xDrive30 M Sport,2 motores s\u00edncronos BMW eDrive de 5ta generaci\u00f3n,-,Automatica de una sola velocidad y ratio fijo,313,494 / 0,xDrive,,,,,,77900000,0,8000000,69900000
bmw-motorrad,C 400 GT,Make Life a Ride,liviano,Urban Mobility,,BMW New C 400 GT,350 cm3,Gasolina,Cambio progresivo CVT,34 CV,,Engranaje reductor de dos niveles,,,,,,14090000,600000,,13490000
bmw-motorrad,C 400 GT,Make Life a Ride,liviano,Urban Mobility,,BMW New C 400 GT EXCLUSIVE,350 cm3,Gasolina,Cambio progresivo CVT,34 CV,,Engranaje reductor de dos niveles,,,,,,14590000,600000,,13990000
bmw-motorrad,C 400 X,Make Life a Ride,liviano,Urban Mobility,,BMW New C 400 X,350 cm3,Gasolina,Cambio progresivo CVT,34 CV,,Engranaje reductor de dos niveles,,,,,,11990000,500000,,11490000
bmw-motorrad,C 400 X,Make Life a Ride,liviano,Urban Mobility,,BMW New C 400 X RUGGED,350 cm3,Gasolina,Cambio progresivo CVT,34 CV,,Engranaje reductor de dos niveles,,,,,,12490000,500000,,11990000
bmw-motorrad,CE 02,Make Life a Ride,liviano,Urban Mobility,,BMW CE 02,Síncrono refrigerado por aire,Eléctrico,Manual,15 CV,,Banda,,,,,,12490000,2000000,,10490000
bmw-motorrad,CE 02,Make Life a Ride,liviano,Urban Mobility,,BMW CE 02 H LINE (Highline),Síncrono refrigerado por aire,Eléctrico,Manual,15 CV,,Banda,,,,,,13590000,2000000,,11590000
bmw-motorrad,CE 04,Make Life a Ride,liviano,Urban Mobility,,BMW CE 04,Sincrónico de imán permanente refrigerado por líquido,Eléctrico,Manual,,,"8,5 kWh (Iones de litio)",,,,,,16290000,300000,,15990000
bmw-motorrad,F 800 GS,- \,liviano,Adventure,,BMW F 800 GS I,Bicilíndrico (basado en denominación F 800),Gasolina,Caja de cambios de seis velocidades,,,Cadena sin fin con eslabones en X,,,,,,14990000,1500000,,13490000
bmw-motorrad,F 900 GS,- \,liviano,Adventure,,BMW F 900 GS I,895 cm3 (Bicilíndrico),Gasolina,6 velocidades (Cárter seco),105 CV,,Cadena M Endurance,,,,,,17990000,1500000,,16490000
bmw-motorrad,F 900 GS Adventure,- \,liviano,Adventure,,BMW F 900 GS ADV II,895 cm3 (Bicilíndrico paralelo),Gasolina,6 velocidades en toma constante,105 CV,,Cadena sin fin de anillos toroidales,,,,,,21790000,1500000,,20290000
bmw-motorrad,F 900 R,- \,liviano,Roadster,,BMW New F 900 R I,895 cm3 (Bicilíndrico),Gasolina,6 velocidades integrada en el cárter,105 CV,,Cadena sin fin con eslabones en X,,,,,,14890000,1500000,,13390000
bmw-motorrad,F 900 XR,Make Life a Ride,liviano,Sport,,BMW New F 900 XR II,895 cm3 (Bicilíndrico),Gasolina,6 velocidades en toma constante,105 CV,,Cadena sin fin con eslabones en X,,,,,,17690000,1500000,,16190000
bmw-motorrad,G 310 GS,Make Life a Ride,liviano,Adventure,,BMW G 310 GS,313 cc (Monocilíndrico),Gasolina,6 marchas secuencial,34 CV,,Cadena sin fin con eslabones en X,,,,,,0,0,,0
bmw-motorrad,G 310 R,Make Life a Ride,liviano,Roadster,,BMW G 310 R,313 cc (Monocilíndrico),Gasolina,6 marchas secuencial,34 CV,,Cadena sin fin con eslabones en X,,,,,,0,0,,0
bmw-motorrad,K 1600 GT,Make Life a Ride,liviano,Tour,,BMW K 1600 GT,1.649 ccm (6 cilindros en línea),Gasolina,6 marchas secuencial (dentado oblicuo),,,Cardán,,,,,,34890000,1400000,,33490000
bmw-motorrad,K 1600 GTL,Make Life a Ride,liviano,Tour,,BMW K 1600 GTL,1.649 ccm (6 cilindros en línea),Gasolina,6 marchas secuencial (dentado oblicuo),,,Cardán,,,,,,35790000,1400000,,34390000
bmw-motorrad,M 1000 R,Make Life a Ride,liviano,M,,BMW M 1000 R,999 cm3 (4 cilindros en línea),Gasolina,6 velocidades en toma constante,210 CV,,Cadena 525 17/47,,,,,,29190000,1200000,,27990000
bmw-motorrad,M 1000 RR,- \,liviano,M,,BMW M 1000 RR M CARBON,999 cm3 (4 cilindros en línea),Gasolina,6 velocidades secuencial (dentado recto),218 CV,,Cadena 525 17/46,,,,,,0,0,,0
bmw-motorrad,M 1000 XR,Make Life a Ride,liviano,M,,BMW M 1000 XR M CARBON,999 cm3 (4 cilindros en línea),Gasolina,6 velocidades en toma constante,201 CV,,Cadena 525 17/47,,,,,,40590000,2000000,,38590000
bmw-motorrad,R 12,Make Life a Ride,liviano,Heritage,,BMW R 12,1.170 cm3 (Boxer),Gasolina,6 velocidades con corte helicoidal,95 CV,,Cardán,,,,,,18790000,1000000,,17790000
bmw-motorrad,R 12 G/S,Make Life a Ride,liviano,Heritage,,BMW R 12 G/S,1.170 cc (Boxer aire/aceite),Gasolina,6 marchas secuencial,109 CV,,Cardán,,,,,,21890000,1000000,,20890000
bmw-motorrad,R 12 nineT,Make Life a Ride,liviano,Heritage,,BMW R 12 nineT,1.170 cc (Boxer aire/aceite),Gasolina,6 velocidades con corte helicoidal,109 CV,,Cardán,,,,,,21790000,1000000,,20790000
bmw-motorrad,R 1300 GS,Make Life a Ride,liviano,Adventure,,BMW R 1300 GS,1.300 cc (Bicilíndrico Boxer ShiftCam),Gasolina,6 velocidades con levas,145 CV,,Cardán,,,,,,28990000,1000000,,27990000
bmw-motorrad,R 1300 GS Adventure,Make Life a Ride,liviano,Adventure,,BMW R 1300 GS ADV,1.300 cc (Bicilíndrico Boxer ShiftCam),Gasolina,6 velocidades integrada en el cárter,145 CV,,Cardán,,,,,,0,0,,0
bmw-motorrad,R 1300 RT,Make Life a Ride,liviano,Tour,,BMW New R 1300 RT,1.300 cc (Bicilíndrico en línea aire/líquido),Gasolina,6 velocidades con levas (Asistente automático),145 CV,,Cardán,,,,,,33990000,1000000,,32990000
bmw-motorrad,S 1000 R,Make Life a Ride,liviano,Roadster,,BMW New S 1000 R,999 cm3 (4 cilindros en línea),Gasolina,6 velocidades en toma constante,170 CV,,Cadena 525 17/45,,,,,,23990000,1000000,,22990000
bmw-motorrad,S 1000 RR,Make Life a Ride,liviano,Sport,,BMW New S 1000 RR,,Gasolina,Manual,,,Cadena,,,,,,29690000,29690000,,0
bmw-motorrad,S 1000 XR,- \,liviano,Sport,,BMW S 1000 XR,999 cm3,Gasolina,6 velocidades en toma constante,170 CV,,Cadena 525 17/45,,,,,,27390000,1100000,,26290000
Foton,PENDIENTE,,,,,POR COMPLETAR,,,,,,,,,,,,,,,
MG,PENDIENTE,,,,,POR COMPLETAR,,,,,,,,,,,,,,,
Maxus,PENDIENTE,,,,,POR COMPLETAR,,,,,,,,,,,,,,,
Geely,PENDIENTE,,,,,POR COMPLETAR,,,,,,,,,,,,,,,
Mini,PENDIENTE,,,,,POR COMPLETAR,,,,,,,,,,,,,,,
Jetour,PENDIENTE,,,,,POR COMPLETAR,,,,,,,,,,,,,,,
Dongfeng,PENDIENTE,,,,,POR COMPLETAR,,,,,,,,,,,,,,,
Iveco,PENDIENTE,,,,,POR COMPLETAR,,,,,,,,,,,,,,,
MAN,PENDIENTE,,,,,POR COMPLETAR,,,,,,,,,,,,,,,
VW Camiones y Buses,PENDIENTE,,,,,POR COMPLETAR,,,,,,,,,,,,,,,
Foton Camiones,PENDIENTE,,,,,POR COMPLETAR,,,,,,,,,,,,,,,
