Marca,Modelo,Version,Precio Lista,Bono Marca,Bono Financiamiento,Precio Financiamiento,Tipo,Categoria,Incluye IVA,Motor CC,Combustible,Transmision,Airbags,Traccion,Rendimiento Mixto,Autonomia KM,Potencia Hp,Torque Nm
Audi,A3 Sedán,PI 35 TFSI S line MHEV,"$41,990,000","$2,290,000","$1,200,000","$38,500,000",liviano,"sedán, híbrido",SÍ,1.5L MHEV,Híbrido,Automática,6,4x2,"19,6 km/l",-,150 HP,250 Nm
Audi,A3 Sportback,PI 35 TFSI MHEV,"$37,990,000","$4,090,000","$3,000,000","$30,900,000",liviano,"hatchback, híbrido",SÍ,1.5L MHEV,Híbrido,Automática,6,4x2,"19,6 km/l",-,150 HP,250 Nm
Audi,A3 Sportback,PI 35 TFSI S line MHEV,"$42,490,000","$2,590,000","$3,000,000","$36,900,000",liviano,"hatchback, híbrido",SÍ,1.5L MHEV,Híbrido,Automática,6,4x2,"19,6 km/l",-,150 HP,250 Nm
Audi,A3 Sportback,PI 35 TFSI S line MHEV Special Edition,"$44,490,000","$1,990,000","$3,000,000","$39,500,000",liviano,"hatchback, híbrido",SÍ,1.5L MHEV,Híbrido,Automática,6,4x2,"19,6 km/l",-,150 HP,250 Nm
Audi,A6 Sportback e-tron,S line,"$89,900,000",$0,"$1,700,000","$88,200,000",liviano,"sedán, eléctrico",SÍ,Eléctrico,Eléctrico,Automática,-,4x2,"16,0 kWh/100km",750 km,285 HP,565 Nm
Audi,A6 Sportback e-tron,performance S line,"$104,900,000",$0,"$1,700,000","$103,200,000",liviano,"sedán, eléctrico",SÍ,Eléctrico,Eléctrico,Automática,-,4x2,"16,0 kWh/100km",716 km,367 HP,610 Nm
Audi,Nuevo A5,TFSI,"$53,900,000","$1,000,000","$3,000,000","$49,900,000",liviano,sedán,SÍ,2.0L,Gasolina,Automática,-,4x2,"14,2 km/l",-,204 HP,370 Nm
Audi,Nuevo A5,TFSI quattro S line,"$59,900,000","$1,000,000","$3,000,000","$55,900,000",liviano,sedán,SÍ,2.0L,Gasolina,Automática,-,AWD,"13,7 km/l",-,204 HP,370 Nm
Audi,Nuevo Q3,TFSI,"$44,990,000","$1,000,000","$2,500,000","$41,490,000",liviano,suv,SÍ,1.5L,Gasolina,Automática,6,4x2,"13,4 km/l",-,150 HP,250 Nm
Audi,Nuevo Q3 Sportback,TFSI,"$47,490,000","$1,000,000","$2,500,000","$43,990,000",liviano,suv,SÍ,1.5L,Gasolina,Automática,6,4x2,"13,4 km/l",-,150 HP,250 Nm
Audi,Nuevo Q5,45 TFSI S line,"$74,390,000","$14,290,000","$1,700,000","$58,400,000",liviano,suv,SÍ,2.0L,Gasolina,Automática,7,AWD,"11,8 km/l",-,249 HP,370 Nm
Audi,Nuevo Q5,TFSI quattro,"$56,700,000","$2,000,000","$2,000,000","$52,700,000",liviano,suv,SÍ,2.0L,Gasolina,Automática,7,AWD,"13,5 km/l",-,204 HP,370 Nm
Audi,Nuevo Q5,TFSI quattro S line,"$63,700,000","$2,000,000","$2,000,000","$59,700,000",liviano,suv,SÍ,2.0L,Gasolina,Automática,7,AWD,"13,5 km/l",-,204 HP,370 Nm
Audi,Nuevo Q5 Sportback,TFSI quattro,"$59,200,000","$2,000,000","$2,000,000","$55,200,000",liviano,suv,SÍ,2.0L,Gasolina,Automática,7,AWD,"13,5 km/l",-,204 HP,370 Nm
Audi,Nuevo Q5 Sportback,TFSI quattro S line,"$66,200,000","$2,000,000","$2,000,000","$62,200,000",liviano,suv,SÍ,2.0L,Gasolina,Automática,7,AWD,"13,5 km/l",-,204 HP,370 Nm
Audi,Nuevo S5,TFSI quattro,"$78,900,000","$1,000,000","$3,000,000","$74,900,000",liviano,sedán,SÍ,3.0L,Gasolina,Automática,-,AWD,"13,2 km/l",-,367 HP,500 Nm
Audi,Nuevo SQ5,TFSI quattro,"$83,700,000","$2,000,000","$2,000,000","$79,700,000",liviano,suv,SÍ,3.0L,Gasolina,Automática,7,AWD,"11,8 km/l",-,367 HP,550 Nm
Audi,Q3,35 TFSI,"$42,990,000","$3,390,000","$2,700,000","$36,900,000",liviano,suv,SÍ,1.4L,Gasolina,Automática,6,4x2,"14,1 km/l",-,150 HP,250 Nm
Audi,Q3,35 TFSI (MY26),"$43,490,000","$2,390,000","$2,700,000","$38,400,000",liviano,suv,SÍ,1.5L,Gasolina,Automática,6,4x2,"14,1 km/l",-,150 HP,250 Nm
Audi,Q3 Sportback,35 TFSI (MY26),"$45,490,000","$3,690,000","$3,400,000","$38,400,000",liviano,suv,SÍ,1.5L,Gasolina,Automática,6,4x2,"14,1 km/l",-,150 HP,250 Nm
Audi,Q3 Sportback,35 TFSI S line,"$50,990,000","$3,190,000","$3,400,000","$44,400,000",liviano,suv,SÍ,1.5L,Gasolina,Automática,6,4x2,"14,1 km/l",-,150 HP,250 Nm
Audi,Q4 Sportback e-tron,Q4 Sportback e-tron,"$66,990,000","$2,890,000","$1,700,000","$62,400,000",liviano,"suv, eléctrico",SÍ,Eléctrico,Eléctrico,Automática,7,4x2,"18,0 kWh/100km",579 km,285 HP,545 Nm
Audi,Q4 Sportback e-tron,S line,"$71,990,000","$3,890,000","$1,700,000","$66,400,000",liviano,"suv, eléctrico",SÍ,Eléctrico,Eléctrico,Automática,7,4x2,"18,0 kWh/100km",579 km,285 HP,545 Nm
Audi,Q6 e-tron,45,"$75,990,000","$1,090,000","$1,700,000","$73,200,000",liviano,"suv, eléctrico",SÍ,Eléctrico,Eléctrico,Automática,9,4x2,"18,0 kWh/100km",625 km,252 HP,485 Nm
Audi,Q6 e-tron,50 S line,"$85,990,000","$1,090,000","$1,700,000","$83,200,000",liviano,"suv, eléctrico",SÍ,Eléctrico,Eléctrico,Automática,9,4x2,"18,0 kWh/100km",625 km,306 HP,535 Nm
Audi,Q6 e-tron,55 quattro S line,"$92,990,000","$1,090,000","$1,700,000","$90,200,000",liviano,"suv, eléctrico",SÍ,Eléctrico,Eléctrico,Automática,9,AWD,"19,0 kWh/100km",640 km,388 HP,650 Nm
Audi,Q6 Sportback e-tron,50 S line,"$88,490,000","$1,090,000","$1,700,000","$85,700,000",liviano,"suv, eléctrico",SÍ,Eléctrico,Eléctrico,Automática,9,4x2,"17,5 kWh/100km",656 km,306 HP,535 Nm
Audi,Q6 Sportback e-tron,55 S line quattro,"$95,490,000","$1,090,000","$1,700,000","$92,700,000",liviano,"suv, eléctrico",SÍ,Eléctrico,Eléctrico,Automática,9,AWD,"18,5 kWh/100km",657 km,388 HP,650 Nm
Audi,Q7,PI 55 TFSI (7P),"$85,600,000","$6,700,000","$3,500,000","$75,400,000",liviano,suv,SÍ,3.0L,Gasolina,Automática,6,AWD,"10,8 km/l",-,340 HP,500 Nm
Audi,Q7,PI 55 TFSI S line (7P),"$104,600,000","$7,700,000","$3,500,000","$93,400,000",liviano,suv,SÍ,3.0L,Gasolina,Automática,6,AWD,"11,6 km/l",-,340 HP,500 Nm
Audi,Q7,PI 55 TFSI (7P) - MY26,"$90,600,000","$6,700,000","$3,500,000","$80,400,000",liviano,suv,SÍ,3.0L,Gasolina,Automática,6,AWD,"11,6 km/l",-,340 HP,500 Nm
Audi,Q7,PI 55 TFSI S line (7P) - MY26,"$109,600,000","$7,700,000","$3,500,000","$98,400,000",liviano,suv,SÍ,3.0L,Gasolina,Automática,6,AWD,"11,6 km/l",-,340 HP,500 Nm
Audi,Q8,55 TFSI,"$92,600,000","$7,200,000","$3,500,000","$81,900,000",liviano,suv,SÍ,3.0L,Gasolina,Automática,6,AWD,"11,4 km/l",-,340 HP,500 Nm
Audi,Q8,55 TFSI S line,"$105,600,000","$9,200,000","$3,500,000","$92,900,000",liviano,suv,SÍ,3.0L,Gasolina,Automática,6,AWD,"11,5 km/l",-,340 HP,500 Nm
Audi,Q8,55 TFSI - MY26,"$97,600,000","$7,200,000","$3,500,000","$86,900,000",liviano,suv,SÍ,3.0L,Gasolina,Automática,6,AWD,"11,5 km/l",-,340 HP,500 Nm
Audi,Q8,55 TFSI S line - MY26,"$110,600,000","$9,200,000","$3,500,000","$97,900,000",liviano,suv,SÍ,3.0L,Gasolina,Automática,6,AWD,"11,5 km/l",-,340 HP,500 Nm
Audi,RS Q8 performance,Performance,"$199,400,000",$0,"$1,700,000","$197,700,000",liviano,suv,SÍ,4.0L,Gasolina,Automática,6,AWD,"7,8 km/l",-,640 HP,850 Nm
Audi,SQ7,SQ7,"$134,600,000","$7,200,000","$3,500,000","$123,900,000",liviano,suv,SÍ,4.0L,Gasolina,Automática,6,AWD,"8,5 km/l",-,507 HP,770 Nm
Audi,SQ8,SQ8,"$137,600,000","$7,200,000","$3,500,000","$126,900,000",liviano,suv,SÍ,4.0L,Gasolina,Automática,6,AWD,"8,4 km/l",-,507 HP,770 Nm
BMW,i4,eDrive40 Gran Coupé M Sport LCI II,"$87,900,000",$0,"$8,000,000","$79,900,000",liviano,"coupé, eléctrico",SÍ,Eléctrico,Eléctrico,Automática,6,4x2,"6,1 km/kWh",590 km,340 HP,430 Nm
BMW,i5,eDrive40 M Sport,"$104,900,000",$0,"$5,000,000","$99,900,000",liviano,"sedán, eléctrico",SÍ,Eléctrico,Eléctrico,Automática,6,4x2,"6,3 km/kWh",582 km,340 HP,430 Nm
BMW,i7,M70 xDrive,"$203,900,000",$0,"$9,000,000","$194,900,000",liviano,"sedán, eléctrico",SÍ,Eléctrico,Eléctrico,Automática,6,AWD,"4,8 km/kWh",560 km,660 HP,1100 Nm
BMW,iX,xDrive45 Atelier,"$108,900,000",$0,"$9,000,000","$99,900,000",liviano,"suv, eléctrico",SÍ,Eléctrico,Eléctrico,Automática,6,AWD,"5,2 km/kWh",425 km,326 HP,630 Nm
BMW,iX1,eDrive20 Comfort,"$56,900,000",$0,"$4,500,000","$52,400,000",liviano,"suv, eléctrico",SÍ,Eléctrico,Eléctrico,Automática,6,4x2,"6,0 km/kWh",475 km,204 HP,250 Nm
BMW,iX2,xDrive30 M Sport,"$77,900,000",$0,"$8,000,000","$69,900,000",liviano,"suv, eléctrico",SÍ,Eléctrico,Eléctrico,Automática,6,AWD,"6,1 km/kWh",449 km,313 HP,494 Nm
BMW,M2,Coupé LCI,"$104,900,000",$0,"$7,000,000","$97,900,000",liviano,coupé,SÍ,3.0L Turbo,Gasolina,Automática,6,4x2,"10,2 km/l",-,460 HP,550 Nm
BMW,M2,Coupé CS LCI,"$149,900,000",$0,"$9,000,000","$140,900,000",liviano,coupé,SÍ,3.0L Turbo,Gasolina,Automática,6,4x2,"9,8 km/l",-,530 HP,600 Nm
BMW,M2,Coupé MT LCI,"$110,900,000",$0,"$5,000,000","$105,900,000",liviano,coupé,SÍ,3.0L Turbo,Gasolina,Mecánica,6,4x2,"10,0 km/l",-,460 HP,550 Nm
BMW,M3,Competition xDrive LCI II,"$125,900,000",$0,"$7,000,000","$118,900,000",liviano,deportivo,SÍ,3.0L Turbo,Gasolina,Automática,6,AWD,"9,8 km/l",-,510 HP,650 Nm
BMW,M3,CS Touring LCI,"$200,000,000",$0,"$15,000,000","$185,000,000",liviano,deportivo,SÍ,3.0L Turbo,Gasolina,Automática,6,AWD,"9,8 km/l",-,551 HP,650 Nm
BMW,M4,Competition xDrive LCI II,"$132,900,000",$0,"$7,000,000","$125,900,000",liviano,"deportivo, coupé",SÍ,3.0L Turbo,Gasolina,Automática,6,AWD,"10,4 km/l",-,530 HP,650 Nm
BMW,M4,Competition xDrive Cabriolet LCI II,"$130,900,000",$0,"$7,000,000","$123,900,000",liviano,"deportivo, convertible",SÍ,3.0L Turbo,Gasolina,Automática,6,AWD,"11,5 km/l",-,510 HP,650 Nm
BMW,M440i GRAN COUPÉ,xDrive LCI II,"$86,900,000",$0,"$4,500,000","$82,400,000",liviano,coupé,SÍ,3.0L Turbo,Gasolina,Automática,6,AWD,"12,5 km/l",-,387 HP,500 Nm
BMW,M5,Berlina,"$173,900,000",$0,"$9,000,000","$164,900,000",liviano,deportivo,SÍ,4.4L PHEV,Híbrido,Automática,6,AWD,"52,6 km/l",69 km,727 HP,1000 Nm
BMW,SERIE 1,120 Hatch Dynamic,"$35,900,000",$0,"$6,000,000","$29,900,000",liviano,hatchback,SÍ,1.5L MHEV,Híbrido,Automática,6,4x2,"18,2 km/l",-,170 HP,280 Nm
BMW,SERIE 1,120 Hatch M Sport,"$42,900,000",$0,"$4,000,000","$38,900,000",liviano,hatchback,SÍ,1.5L MHEV,Híbrido,Automática,6,4x2,"18,2 km/l",-,156 HP,280 Nm
BMW,SERIE 1,M135 Hatch xDrive,"$59,900,000",$0,"$6,000,000","$53,900,000",liviano,hatchback,SÍ,2.0L Turbo,Gasolina,Automática,6,AWD,"12,8 km/l",-,317 HP,400 Nm
BMW,SERIE 2 COUPÉ,220i M Sport LCI,"$49,900,000",$0,"$2,000,000","$47,900,000",liviano,coupé,SÍ,2.0L Turbo,Gasolina,Automática,6,4x2,"11,5 km/l",-,184 HP,300 Nm
BMW,SERIE 2 COUPÉ,M240i xDrive LCI,"$70,900,000",$0,"$5,000,000","$65,900,000",liviano,coupé,SÍ,3.0L Turbo,Gasolina,Automática,6,AWD,"12,5 km/l",-,387 HP,500 Nm
BMW,SERIE 2 GRAN COUPÉ,220 Dynamic,"$39,900,000",$0,"$5,000,000","$34,900,000",liviano,coupé,SÍ,1.5L MHEV,Híbrido,Automática,6,4x2,"18,5 km/l",-,170 HP,280 Nm
BMW,SERIE 2 GRAN COUPÉ,M235 xDrive,"$64,900,000",$0,"$5,000,000","$59,900,000",liviano,coupé,SÍ,2.0L Turbo,Gasolina,Automática,6,AWD,"12,2 km/l",-,317 HP,400 Nm
BMW,SERIE 3,320i Urban LCI II,"$47,900,000",$0,"$4,500,000","$43,400,000",liviano,sedán,SÍ,2.0L Turbo,Gasolina,Automática,6,4x2,"15,0 km/l",-,184 HP,300 Nm
BMW,SERIE 3,320i M Sport SE LCI II,"$53,900,000",$0,"$3,500,000","$50,400,000",liviano,sedán,SÍ,2.0L Turbo,Gasolina,Automática,6,4x2,"15,0 km/l",-,184 HP,300 Nm
BMW,SERIE 3,M340i xDrive 50th LCI II,"$79,900,000",$0,"$5,000,000","$74,900,000",liviano,sedán,SÍ,3.0L Turbo,Gasolina,Automática,6,AWD,"13,0 km/l",-,387 HP,500 Nm
BMW,SERIE 3 HÍBRIDO,330e Dynamic LCI II,"$65,900,000",$0,"$7,000,000","$58,900,000",liviano,"sedán, híbrido",SÍ,2.0L PHEV,Híbrido,Automática,6,4x2,"47,6 km/l",55 km,292 HP,420 Nm
BMW,SERIE 4,430i M Sport SE LCI II,"$60,900,000",$0,"$7,000,000","$53,900,000",liviano,coupé,SÍ,2.0L Turbo,Gasolina,Automática,6,4x2,"15,1 km/l",-,258 HP,400 Nm
BMW,SERIE 4,M440i xDrive LCI II,"$85,900,000",$0,"$10,000,000","$75,900,000",liviano,coupé,SÍ,3.0L Turbo,Gasolina,Automática,6,AWD,"12,5 km/l",-,374 HP,500 Nm
BMW,SERIE 4 CONVERTIBLE,420i Cabriolet Dynamic LCI II,"$59,900,000",$0,"$6,000,000","$53,900,000",liviano,convertible,SÍ,2.0L Turbo,Gasolina,Automática,6,4x2,"14,7 km/l",-,184 HP,300 Nm
BMW,SERIE 4 CONVERTIBLE,M440i xDrive Cabriolet LCI II,"$89,900,000",$0,"$4,500,000","$85,400,000",liviano,convertible,SÍ,3.0L Turbo,Gasolina,Automática,6,AWD,"12,2 km/l",-,374 HP,500 Nm
BMW,SERIE 4 GRAN COUPÉ,420i Dynamic LCI II,"$54,900,000",$0,"$7,000,000","$47,900,000",liviano,coupé,SÍ,2.0L Turbo,Gasolina,Automática,6,4x2,"13,6 km/l",-,184 HP,300 Nm
BMW,SERIE 5,520i Heritage,"$68,900,000",$0,"$9,000,000","$59,900,000",liviano,sedán,SÍ,2.0L Turbo,Gasolina,Automática,6,4x2,"15,6 km/l",-,190 HP,310 Nm
BMW,SERIE 5,530e M Sport,"$85,900,000",$0,"$6,000,000","$79,900,000",liviano,"sedán, híbrido",SÍ,2.0L PHEV,Híbrido,Automática,6,4x2,"47,6 km/l",103 km,299 HP,450 Nm
BMW,SERIE 7 HÍBRIDO,750e Pure Excellence,"$175,900,000",$0,"$9,000,000","$166,900,000",liviano,"sedán, híbrido",SÍ,3.0L PHEV,Híbrido,Automática,6,AWD,"63,6 km/l",87 km,489 HP,700 Nm
BMW,X1,sDrive18i Comfort,"$41,900,000",$0,"$5,000,000","$36,900,000",liviano,suv,SÍ,1.5L Turbo,Gasolina,Automática,6,4x2,"15,4 km/l",-,156 HP,230 Nm
BMW,X1,sDrive18i Dynamic,"$46,900,000",$0,"$5,000,000","$41,900,000",liviano,suv,SÍ,1.5L Turbo,Gasolina,Automática,6,4x2,"15,4 km/l",-,156 HP,230 Nm
BMW,X1,sDrive18i M Sport,"$51,900,000",$0,"$7,000,000","$44,900,000",liviano,suv,SÍ,1.5L Turbo,Gasolina,Automática,6,4x2,"15,4 km/l",-,156 HP,230 Nm
BMW,X1,sDrive18d Dynamic,"$48,900,000",$0,"$5,000,000","$43,900,000",liviano,suv,SÍ,2.0L Turbo Diésel,Diésel,Automática,6,4x2,"20,0 km/l",-,150 HP,360 Nm
BMW,X1,sDrive18d M Sport,"$53,900,000",$0,"$6,000,000","$47,900,000",liviano,suv,SÍ,2.0L Turbo Diésel,Diésel,Automática,6,4x2,"20,0 km/l",-,150 HP,360 Nm
BMW,X1 HÍBRIDO,xDrive25e Dynamic,"$53,900,000",$0,"$7,000,000","$46,900,000",liviano,"suv, híbrido",SÍ,1.5L PHEV,Híbrido,Automática,6,AWD,"50,0 km/l",92 km,245 HP,477 Nm
BMW,X1 HÍBRIDO,xDrive25e M Sport,"$60,900,000",$0,"$6,000,000","$54,900,000",liviano,"suv, híbrido",SÍ,1.5L PHEV,Híbrido,Automática,6,AWD,"50,0 km/l",92 km,245 HP,477 Nm
BMW,X2,sDrive20i Dynamic,"$49,900,000",$0,"$6,000,000","$43,900,000",liviano,suv,SÍ,1.5L MHEV,Híbrido,Automática,6,4x2,"15,0 km/l",-,170 HP,280 Nm
BMW,X2,sDrive20i M Sport,"$55,900,000",$0,"$6,000,000","$49,900,000",liviano,suv,SÍ,1.5L MHEV,Híbrido,Automática,6,4x2,"15,0 km/l",-,170 HP,280 Nm
BMW,X2,xDrive20d M Sport,"$58,900,000",$0,"$6,000,000","$52,900,000",liviano,suv,SÍ,2.0L MHEV,Diésel,Automática,6,AWD,"19,0 km/l",-,163 HP,400 Nm
BMW,X2 M35i,xDrive,"$65,900,000",$0,"$5,000,000","$60,900,000",liviano,suv,SÍ,2.0L Turbo,Gasolina,Automática,6,AWD,"12,8 km/l",-,300 HP,400 Nm
BMW,X3,20 sDrive Dynamic,"$57,900,000",$0,"$8,000,000","$49,900,000",liviano,suv,SÍ,2.0L Turbo,Gasolina,Automática,6,4x2,"13,5 km/l",-,184 HP,300 Nm
BMW,X3,20 sDrive Heritage,"$65,900,000",$0,"$5,000,000","$60,900,000",liviano,suv,SÍ,2.0L Turbo,Gasolina,Automática,6,4x2,"13,5 km/l",-,184 HP,300 Nm
BMW,X3,20 sDrive M Sport,"$65,900,000",$0,"$5,000,000","$60,900,000",liviano,suv,SÍ,2.0L Turbo,Gasolina,Automática,6,4x2,"13,5 km/l",-,184 HP,300 Nm
BMW,X3,20d xDrive Dynamic,"$62,900,000",$0,"$9,000,000","$53,900,000",liviano,suv,SÍ,2.0L Turbo Diésel,Diésel,Automática,6,AWD,"17,2 km/l",-,190 HP,400 Nm
BMW,X3,M50 xDrive,"$91,900,000",$0,"$4,000,000","$87,900,000",liviano,suv,SÍ,3.0L MHEV,Híbrido,Automática,6,AWD,"12,0 km/l",-,398 HP,580 Nm
BMW,X3 HÍBRIDO,30e xDrive Heritage,"$79,900,000",$0,"$4,000,000","$75,900,000",liviano,"suv, híbrido",SÍ,2.0L PHEV,Híbrido,Automática,6,AWD,"35,7 km/l",50 km,292 HP,420 Nm
BMW,X4,xDrive20i Dynamic S LCI,"$59,900,000",$0,"$9,000,000","$50,900,000",liviano,suv,SÍ,2.0L Turbo,Gasolina,Automática,6,AWD,"12,9 km/l",-,184 HP,300 Nm
BMW,X5,xDrive40i xLine LCI,"$86,900,000",$0,"$9,000,000","$77,900,000",liviano,suv,SÍ,3.0L MHEV,Híbrido,Automática,6,AWD,"10,8 km/l",-,381 HP,540 Nm
BMW,X5,xDrive40i M Sport LCI,"$108,900,000",$0,"$9,000,000","$99,900,000",liviano,suv,SÍ,3.0L MHEV,Híbrido,Automática,6,AWD,"10,8 km/l",-,381 HP,540 Nm
BMW,X5,xDrive30d xLine LCI,"$88,900,000",$0,"$9,000,000","$79,900,000",liviano,suv,SÍ,3.0L MHEV,Diésel,Automática,6,AWD,"13,0 km/l",-,298 HP,670 Nm
BMW,X5,xDrive30d M Sport LCI,"$113,900,000",$0,"$9,000,000","$104,900,000",liviano,suv,SÍ,3.0L MHEV,Diésel,Automática,6,AWD,"13,0 km/l",-,298 HP,670 Nm
BMW,X5,M60i xDrive LCI,"$138,900,000",$0,"$9,000,000","$129,900,000",liviano,suv,SÍ,4.4L MHEV,Híbrido,Automática,6,AWD,"8,4 km/l",-,530 HP,750 Nm
BMW,X5 HÍBRIDO,xDrive50e xLine LCI,"$104,900,000",$0,"$7,000,000","$97,900,000",liviano,"suv, híbrido",SÍ,3.0L PHEV,Híbrido,Automática,6,AWD,"52,63 km/l",110 km,489 HP,700 Nm
BMW,X5 HÍBRIDO,xDrive50e M Sport LCI,"$121,900,000",$0,"$9,000,000","$112,900,000",liviano,"suv, híbrido",SÍ,3.0L PHEV,Híbrido,Automática,6,AWD,"52,63 km/l",110 km,489 HP,700 Nm
BMW,X5 M,Competition LCI,"$194,900,000",$0,"$9,000,000","$185,900,000",liviano,deportivo,SÍ,4.4L MHEV,Híbrido,Automática,6,AWD,"8,0 km/l",-,625 HP,750 Nm
BMW,X6,xDrive40i M Sport LCI,"$113,900,000",$0,"$18,000,000","$95,900,000",liviano,suv,SÍ,3.0L MHEV,Híbrido,Automática,6,AWD,"10,8 km/l",-,381 HP,540 Nm
BMW,X6,xDrive30d M Sport LCI,"$116,900,000",$0,"$9,000,000","$107,900,000",liviano,suv,SÍ,3.0L MHEV,Diésel,Automática,6,AWD,"13,0 km/l",-,298 HP,670 Nm
BMW,X6,M60i xDrive LCI,"$144,900,000",$0,"$9,000,000","$135,900,000",liviano,suv,SÍ,4.4L MHEV,Híbrido,Automática,6,AWD,"8,4 km/l",-,530 HP,750 Nm
BMW,X6 M,Competition LCI,"$197,900,000",$0,"$9,000,000","$188,900,000",liviano,suv,SÍ,4.4L MHEV,Híbrido,Automática,6,AWD,"8,0 km/l",-,625 HP,750 Nm
BMW,X7,xDrive40i M Sport LCI,"$114,900,000",$0,"$9,000,000","$105,900,000",liviano,suv,SÍ,3.0L MHEV,Híbrido,Automática,6,AWD,"9,4 km/l",-,381 HP,520 Nm
BMW,X7,xDrive40i Pure Excellence LCI,"$131,900,000",$0,"$9,000,000","$122,900,000",liviano,suv,SÍ,3.0L MHEV,Híbrido,Automática,6,AWD,"10,3 km/l",-,381 HP,520 Nm
BMW,X7,xDrive40d M Sport LCI,"$117,900,000",$0,"$9,000,000","$108,900,000",liviano,suv,SÍ,3.0L MHEV,Diésel,Automática,6,AWD,"11,6 km/l",-,352 HP,720 Nm
BMW,X7,M60i xDrive LCI,"$154,900,000",$0,"$9,000,000","$145,900,000",liviano,suv,SÍ,4.4L MHEV,Híbrido,Automática,6,AWD,"8,2 km/l",-,530 HP,750 Nm
BMW,XM,XM,"$232,900,000",$0,"$9,000,000","$223,900,000",liviano,"deportivo, híbrido",SÍ,4.4L PHEV,Híbrido,Automática,6,AWD,"62,5 km/l",88 km,653 HP,800 Nm
BMW,Z4,M40i Roadster LCI,"$91,900,000",$0,"$5,500,000","$86,400,000",liviano,convertible,SÍ,3.0L Turbo,Gasolina,Automática,6,4x2,"13,2 km/l",-,387 HP,500 Nm
BMW Motorrad,C 400 GT,C 400 GT,"$14,090,000","$600,000",$0,"$13,490,000",moto,Urban Mobility,SÍ,350 cc,Gasolina,Automática,-,2x2,"8,6 l/100km",355 km,34 HP,35 Nm
BMW Motorrad,C 400 X,C 400 X,"$11,990,000","$500,000",$0,"$11,490,000",moto,Urban Mobility,SÍ,350 cc,Gasolina,Automática,-,2x2,"8,8 l/100km",355 km,34 HP,35 Nm
BMW Motorrad,CE 02,CE 02,"$12,490,000","$2,000,000",$0,"$10,490,000",moto,"Urban Mobility, Eléctrico",SÍ,Eléctrico,Eléctrico,Mecánica,-,2x2,"6,0 kWh/100km",90 km,15 HP,55 Nm
BMW Motorrad,CE 04,CE 04,"$16,290,000","$300,000",$0,"$15,990,000",moto,"Urban Mobility, Eléctrico",SÍ,Eléctrico,Eléctrico,Mecánica,-,2x2,"7,7 kWh/100 km",130 km,42 HP,62 Nm
BMW Motorrad,F 800 GS,F 800 GS,"$14,990,000","$1,500,000",$0,"$13,490,000",moto,Adventure,SÍ,895 cc,Gasolina,Mecánica,-,2x2,"4,3 l/100km",345 km ,87 HP,91 Nm
BMW Motorrad,F 900 GS,F 900 GS,"$17,990,000","$1,500,000",$0,"$16,490,000",moto,Adventure,SÍ,895 cc,Gasolina,Mecánica,-,2x2,"4,4 l/100km",330 km ,105 HP,93 Nm
BMW Motorrad,F 900 GS Adventure,F 900 GS Adventure,"$21,790,000","$1,500,000",$0,"$20,290,000",moto,Adventure,SÍ,895 cc,Gasolina,Mecánica,-,2x2,"4,4 l/100km",520 km,105 HP,93 Nm
BMW Motorrad,F 900 R,F 900 R,"$14,890,000","$1,500,000",$0,"$13,390,000",moto,Roadster,SÍ,895 cc,Gasolina,Mecánica,-,2x2,"4,2 l/100km",310 km,105 HP,92 Nm
BMW Motorrad,F 900 XR,F 900 XR,"$17,690,000","$1,500,000",$0,"$16,190,000",moto,Sport,SÍ,895 cc,Gasolina,Mecánica,-,2x2,"4,2 l/100km",365 km,105 HP,92 Nm
BMW Motorrad,G 310 GS,G 310 GS,"$6,790,000",$0,$0,"$6,790,000",moto,Adventure,SÍ,313 cc,Gasolina,Mecánica,-,2x2,"3,5 l/100km",330 km,34 HP,28 Nm
BMW Motorrad,G 310 R,G 310 R,"$5,790,000",$0,$0,"$5,790,000",moto,Roadster,SÍ,313 cc,Gasolina,Mecánica,-,2x2,"3,3 l/100km",315 km,34 HP,28 Nm
BMW Motorrad,K 1600 GT,K 1600 GT,"$34,890,000","$1,400,000",$0,"$33,490,000",moto,Tour,SÍ,1.649 cc,Gasolina,Mecánica,-,2x2,"5,9 l/100km",445 km,160 HP,180 Nm
BMW Motorrad,K 1600 GTL,K 1600 GTL,"$35,790,000","$1,400,000",$0,"$34,390,000",moto,Tour,SÍ,1.649 cc,Gasolina,Mecánica,-,2x2,"5,9 l/100km",445 km,160 HP,180 Nm
BMW Motorrad,M 1000 R,M 1000 R,"$29,190,000","$1,200,000",$0,"$27,990,000",moto,M,SÍ,999 cc,Gasolina,Mecánica,-,2x2,"6,4 l/100km",255 km,210 HP,113 Nm
BMW Motorrad,M 1000 RR,M 1000 RR,"$48,290,000",$0,$0,"$48,290,000",moto,M,SÍ,999 cc,Gasolina,Mecánica,-,2x2,"6,5 l/100km",250 km,218 HP,113 Nm
BMW Motorrad,M 1000 XR,M 1000 XR,"$40,590,000","$2,000,000",$0,"$38,590,000",moto,M,SÍ,999 cc,Gasolina,Mecánica,-,2x2,"6,5 l/100km",308,201 HP,113 Nm
BMW Motorrad,R 12,R 12,"$18,790,000","$1,000,000",$0,"$17,790,000",moto,Heritage,SÍ,1.170 cc,Gasolina,Mecánica,-,2x2,"5,1 l/100km",275 km,95 HP,110 Nm
